distance_km,items_count,hour_of_day,is_weekend,restaurant_rating,traffic_level,delivery_time_minutes
8.18,8,14,1,3.2,2,35.7
11.26,1,21,1,2.8,2,39.7
9.07,1,18,1,4.8,1,29.7
9.97,3,7,0,4.6,1,28.2
4.84,1,9,1,2.6,1,22.6
4.0,8,21,1,4.6,1,26.3
5.18,1,0,0,2.7,1,16.9
2.75,5,12,1,2.7,2,21.6
13.18,8,2,0,4.4,1,40.8
4.61,7,21,1,3.8,2,26.6
8.64,3,0,1,3.5,3,33.2
11.98,5,0,1,4.8,3,40.9
11.87,5,7,0,4.6,2,36.6
6.86,7,4,0,2.6,1,31.5
7.41,4,11,1,4.0,2,24.6
14.92,3,7,0,4.4,3,39.7
10.28,8,8,1,3.9,2,39.1
12.31,8,13,1,5.0,3,44.5
13.59,5,13,1,4.2,3,47.0
11.92,1,22,1,2.8,1,36.3
3.19,5,11,0,3.0,1,16.4
8.65,9,13,1,4.6,1,34.0
1.98,9,16,0,5.0,1,15.9
9.97,4,4,1,2.7,1,40.1
14.35,2,16,1,2.8,2,44.4
7.93,6,20,1,4.4,2,36.2
6.78,8,7,0,2.7,2,38.0
1.02,9,4,1,2.7,3,21.2
14.42,1,8,1,4.7,3,46.5
1.99,3,6,1,4.5,3,20.8
1.1,5,14,1,4.7,3,20.1
4.07,1,20,1,4.1,2,25.9
1.45,8,14,1,3.3,3,22.2
7.1,2,3,1,4.8,2,28.1
7.98,6,7,1,3.2,1,30.2
5.03,9,16,1,3.2,1,28.2
1.24,7,7,0,4.7,1,20.8
2.12,7,14,0,4.2,3,23.6
6.08,3,16,0,4.7,1,23.8
1.38,8,7,1,2.9,3,24.4
10.62,4,15,1,4.9,3,35.5
3.5,1,9,0,4.0,2,17.3
4.88,4,3,0,4.2,3,27.1
6.21,4,8,1,4.8,3,33.0
6.54,5,10,0,3.5,3,26.8
0.52,3,0,0,4.3,2,11.1
2.13,5,21,0,4.1,1,26.4
13.01,4,12,1,4.5,1,41.0
0.52,3,0,0,4.7,3,19.1
7.87,7,20,0,4.2,3,37.3
7.6,3,20,1,2.7,2,35.9
5.33,7,0,0,3.0,1,24.1
6.75,3,3,0,4.9,3,30.1
11.82,8,8,1,4.9,1,44.3
12.7,4,12,1,4.9,2,38.1
4.28,1,17,0,2.6,2,19.9
5.18,2,10,0,3.5,1,24.0
4.02,8,14,0,4.4,1,21.2
7.46,8,0,1,4.4,1,29.5
10.41,2,15,1,2.7,3,41.3
3.81,6,21,0,4.0,3,30.6
5.3,6,12,1,2.9,2,26.4
13.99,2,10,1,3.7,2,44.5
1.2,5,7,0,3.1,2,12.5
7.18,7,22,0,2.6,2,28.2
10.82,9,0,1,2.7,2,42.2
2.68,8,6,1,4.8,2,21.8
1.19,1,3,1,4.4,2,11.6
2.5,3,20,0,4.8,2,18.3
13.82,4,11,0,3.7,2,39.7
0.63,2,22,0,3.5,3,15.7
3.23,6,15,0,3.4,1,13.6
0.95,1,13,0,4.0,1,8.0
2.1,2,12,0,3.4,2,10.5
9.49,1,4,1,4.4,1,32.5
4.0,3,13,1,4.5,1,14.9
8.75,7,16,1,4.7,3,36.1
9.06,2,23,1,3.1,2,38.4
12.82,9,13,0,3.8,2,48.6
0.57,3,22,1,3.1,3,11.5
12.87,1,22,0,2.6,1,39.2
9.48,4,12,1,4.3,2,31.6
2.86,7,10,1,3.9,1,17.1
11.71,1,3,0,4.3,2,35.6
12.9,1,6,1,2.7,1,43.8
4.19,8,21,1,5.0,3,32.1
13.82,6,3,0,5.0,1,39.4
7.09,4,9,0,3.7,1,28.7
9.25,7,16,1,4.7,1,27.4
14.78,8,5,0,3.1,1,44.1
5.74,4,23,1,4.3,1,22.4
12.29,6,15,0,4.7,1,38.6
5.12,1,0,1,4.5,3,23.9
12.09,3,5,0,4.5,3,38.9
9.21,6,17,0,3.7,3,34.9
3.64,2,20,1,4.5,3,26.0
6.5,9,22,0,4.2,3,32.5
5.11,9,20,1,2.8,2,33.6
1.63,3,1,0,2.8,2,15.3
0.93,4,17,0,4.4,2,15.1
5.52,2,2,1,4.1,1,25.9
0.78,5,1,0,3.8,2,13.0
2.9,2,16,0,4.8,3,18.1
11.02,4,11,1,4.1,1,40.1
10.77,5,15,1,3.5,3,36.9
11.21,6,20,1,3.5,3,51.2
5.1,6,1,1,4.0,2,22.4
13.41,2,12,1,4.4,2,40.9
9.11,8,20,1,3.9,1,36.2
2.33,7,10,1,3.8,1,26.1
2.58,7,12,0,4.3,1,16.4
10.55,5,11,1,4.3,3,37.6
3.01,9,21,0,4.6,2,24.2
7.86,4,1,1,2.7,1,31.1
14.88,8,21,0,4.4,2,50.0
0.56,2,19,1,3.8,3,19.3
0.74,3,19,1,2.7,1,8.0
14.9,5,9,1,4.2,1,45.9
8.98,6,12,1,4.3,3,36.3
2.34,7,8,0,3.8,3,23.9
13.51,3,6,0,4.5,2,44.9
13.27,8,21,0,3.3,3,49.3
8.27,3,12,1,3.0,2,34.9
9.52,5,17,1,3.4,2,32.7
4.46,9,2,0,3.5,1,26.2
1.23,5,18,0,4.2,3,19.1
9.12,7,15,0,4.6,3,31.5
4.77,9,23,1,4.3,1,25.2
10.12,9,3,0,2.9,3,44.1
12.63,5,12,1,3.4,3,44.9
0.76,4,12,1,2.9,1,19.5
9.14,2,12,0,4.2,1,27.2
3.85,5,1,0,3.1,2,25.1
13.17,9,11,1,3.8,2,44.2
4.18,5,7,0,4.5,2,22.3
9.36,4,14,1,4.2,2,35.1
8.53,1,5,1,3.2,3,35.1
6.24,4,10,1,3.3,2,29.0
10.33,3,14,1,4.1,1,32.3
11.02,9,1,1,3.9,1,42.5
8.72,5,18,0,2.7,3,43.7
11.5,2,17,0,4.7,3,35.5
14.76,1,1,0,3.8,2,37.5
6.58,8,1,1,3.7,1,31.1
7.96,9,20,1,3.0,1,36.8
0.68,7,6,0,3.4,1,14.1
12.04,2,20,0,3.3,1,42.2
8.04,1,11,1,3.2,2,29.2
6.42,2,8,0,3.9,1,22.9
1.86,7,6,1,3.7,1,18.3
13.4,7,15,1,4.7,1,47.6
6.23,8,2,0,4.9,3,29.2
10.4,1,9,0,3.0,2,30.4
2.67,2,8,0,2.8,1,12.7
14.44,9,3,1,4.5,3,50.3
3.09,9,8,0,5.0,2,17.8
3.39,7,12,0,4.7,1,14.7
12.96,1,16,1,2.6,3,45.2
13.73,1,2,0,3.1,3,44.9
3.58,1,20,1,2.6,2,24.1
7.31,7,21,0,4.6,1,33.0
11.14,8,16,0,4.0,1,38.2
13.24,6,22,0,3.8,2,44.5
6.0,3,10,0,3.9,3,28.2
8.0,7,19,0,3.1,3,30.0
11.25,1,17,1,4.0,3,37.7
11.1,8,13,0,2.6,3,43.2
11.85,9,4,1,4.1,2,41.8
8.76,7,13,1,4.3,2,34.9
2.02,8,21,1,4.2,3,28.4
13.61,6,23,1,3.3,3,47.4
13.05,5,10,0,4.6,2,45.6
12.07,3,5,0,4.3,1,39.8
1.95,9,17,1,2.8,3,23.4
3.46,7,1,1,3.0,1,22.1
11.28,2,3,0,4.1,2,27.2
0.84,9,13,1,3.2,2,18.5
14.7,1,23,1,2.8,3,42.9
5.97,6,7,1,2.9,1,28.4
10.93,2,10,0,2.9,2,36.4
13.37,6,7,0,3.7,2,45.1
6.22,4,10,0,4.0,1,28.6
5.13,4,0,0,2.9,1,22.8
9.33,7,14,0,4.3,2,41.1
8.92,7,14,0,3.2,3,36.5
6.43,4,7,0,3.3,2,23.0
9.23,9,6,0,3.1,3,36.0
14.06,5,18,0,4.5,3,47.7
7.28,2,4,0,4.9,3,29.6
3.35,1,1,0,3.7,3,16.7
5.97,2,0,1,2.6,3,27.7
6.21,7,21,1,3.2,3,35.1
2.4,5,8,1,2.9,1,17.9
2.86,4,2,1,4.6,3,23.7
10.43,5,21,0,2.7,1,41.2
5.42,8,3,1,4.9,3,32.6
14.35,6,8,0,4.0,2,44.0
4.03,1,0,1,3.8,3,26.3
1.93,1,16,0,4.6,2,10.1
11.43,5,16,0,2.6,2,34.9
13.28,4,18,0,4.4,2,41.4
4.53,8,6,0,2.8,2,25.6
3.43,6,7,1,4.6,2,25.9
3.19,7,22,1,3.8,2,21.2
8.07,6,19,0,2.7,2,34.8
7.29,4,0,0,4.6,2,27.1
4.26,6,16,1,2.6,1,25.9
1.16,6,19,1,2.8,2,21.3
7.48,7,13,1,4.5,1,28.8
14.41,2,15,1,3.7,1,39.2
9.96,6,0,1,4.7,2,34.8
7.68,3,0,1,4.1,1,32.3
2.11,8,0,1,4.1,2,21.2
4.16,8,3,0,3.2,3,23.7
4.77,6,23,1,2.8,3,31.9
11.59,9,15,0,4.9,1,36.7
13.21,5,18,0,2.8,2,51.1
13.57,1,7,1,3.8,2,46.4
14.78,6,22,0,3.2,3,48.2
14.74,7,4,1,3.2,2,44.4
14.32,1,21,1,4.0,3,56.1
1.54,1,0,0,4.5,3,16.1
2.5,3,0,0,4.4,1,14.3
4.91,8,1,1,4.7,2,29.5
8.52,5,19,1,3.2,2,40.1
1.91,9,6,1,3.7,2,25.4
12.76,8,10,0,2.5,2,41.9
9.44,5,11,1,4.4,1,34.5
8.36,7,18,0,3.3,2,33.4
2.9,3,8,0,3.9,3,21.6
4.17,1,0,0,2.9,1,18.9
2.82,4,9,0,4.5,2,18.9
12.85,6,6,1,4.5,3,44.1
8.97,2,17,1,4.7,2,31.2
11.16,2,18,0,2.6,3,39.6
4.79,1,2,1,5.0,2,24.3
5.88,7,19,0,3.1,1,34.6
6.37,9,1,1,3.3,3,31.4
11.52,8,14,0,3.1,1,40.8
11.7,4,9,0,3.2,1,38.4
3.5,6,7,1,3.9,1,21.5
14.15,9,11,1,3.1,3,45.8
2.25,6,7,1,3.5,3,18.1
13.49,3,19,1,4.1,1,43.2
1.96,4,23,0,4.6,2,9.6
4.34,7,19,0,4.2,2,31.6
12.77,5,10,1,4.0,1,42.3
3.1,8,12,1,2.9,3,25.5
6.5,8,10,0,4.5,3,23.4
7.02,1,19,0,2.6,2,25.5
4.06,7,13,1,3.2,2,25.4
10.8,4,11,0,2.6,3,44.5
12.84,5,9,0,4.2,2,38.8
13.18,3,9,1,3.4,2,45.5
5.42,4,13,0,4.1,2,22.6
8.2,3,16,0,3.4,2,30.3
4.1,1,10,1,3.6,2,25.2
4.05,8,19,0,3.6,1,25.3
2.84,2,19,1,2.6,2,22.1
14.13,4,10,1,3.6,2,49.7
13.38,2,21,0,4.1,1,43.0
11.77,2,4,1,3.9,2,42.1
8.01,4,22,1,2.7,2,30.6
7.61,9,7,0,4.2,2,36.0
8.18,9,13,1,3.3,3,37.9
8.28,4,6,0,2.5,2,32.9
6.8,5,10,0,2.9,2,29.0
2.41,9,8,1,3.7,1,19.5
2.32,3,16,1,3.3,3,20.6
14.31,9,1,1,4.2,1,45.5
7.49,1,20,1,3.1,2,36.3
14.32,3,21,1,4.4,1,46.5
2.87,4,13,0,3.2,3,16.2
8.54,1,13,0,4.1,2,24.1
3.51,8,16,1,4.5,1,17.0
4.17,8,4,1,3.5,1,26.3
0.94,4,17,0,2.6,3,13.4
2.22,8,5,0,3.8,2,20.6
13.79,7,16,1,5.0,1,44.3
5.16,8,7,0,4.9,3,26.5
9.32,8,17,0,3.1,1,35.6
7.24,6,18,1,4.4,2,35.3
6.31,1,5,0,3.4,1,15.1
8.21,9,14,1,2.9,1,33.5
3.21,6,11,1,4.2,1,21.9
14.83,9,7,1,3.8,1,53.2
12.37,9,14,1,3.8,3,50.9
11.25,2,23,1,4.6,2,33.0
7.3,4,0,1,3.3,3,31.1
2.72,2,22,0,4.2,1,10.6
13.85,1,20,1,3.4,3,53.2
5.45,9,12,1,2.6,1,31.6
1.23,9,14,0,3.4,1,17.9
5.46,9,8,0,4.9,1,25.5
12.02,8,3,0,3.7,3,46.9
9.53,6,13,0,2.8,3,40.5
11.39,5,19,0,4.2,3,46.7
12.01,9,5,1,4.9,3,45.6
3.57,5,17,0,4.8,1,17.5
13.89,6,17,0,3.9,3,47.9
6.85,2,18,0,3.4,2,33.0
9.77,7,8,0,4.0,2,34.9
0.53,8,9,1,4.5,2,16.1
14.9,7,9,0,4.7,2,49.6
4.57,5,20,1,4.5,1,31.8
1.4,2,21,0,3.6,1,14.7
7.14,1,9,0,2.8,2,26.3
2.37,6,23,1,3.9,2,21.5
2.71,7,13,0,2.9,3,23.8
9.67,7,9,1,2.7,2,36.5
6.2,9,0,1,3.7,1,35.0
13.87,5,14,1,4.1,2,46.3
5.13,8,15,0,4.6,2,27.0
11.03,7,23,0,4.5,3,44.6
7.19,3,17,0,4.6,2,25.6
10.07,8,0,0,4.4,2,36.2
9.2,1,13,0,4.3,3,28.1
7.36,6,17,1,2.5,2,32.1
14.28,9,11,0,4.1,3,43.6
5.47,6,10,1,2.8,3,31.9
3.07,9,19,0,2.6,3,29.8
10.33,1,14,0,2.9,3,34.7
12.77,5,16,1,4.6,2,41.9
1.08,8,11,0,4.4,1,17.4
7.02,6,6,0,4.9,2,24.7
13.44,8,12,1,4.9,1,44.4
11.37,5,23,1,4.7,2,41.2
14.88,7,14,1,2.8,3,45.7
8.21,4,16,1,4.7,2,33.5
10.07,8,2,1,4.6,1,31.6
4.89,2,23,1,4.7,1,21.1
14.24,3,5,1,2.9,3,43.6
5.81,1,23,0,2.8,3,29.9
11.21,7,10,1,4.8,2,36.3
6.35,3,22,0,2.9,3,23.0
8.65,3,21,0,3.4,3,37.0
10.94,8,18,0,3.6,2,41.7
7.88,4,21,1,2.8,1,30.3
13.65,2,14,0,2.6,3,45.2
6.58,1,20,1,5.0,2,23.9
9.88,3,4,0,4.7,3,31.2
5.46,9,1,1,4.8,3,28.2
6.42,5,13,1,3.2,2,31.8
6.88,9,19,1,3.1,2,40.7
2.32,2,18,0,3.6,1,22.2
1.83,4,12,1,3.6,3,19.4
10.18,2,12,0,2.5,1,25.8
10.01,4,14,1,4.4,2,36.9
10.11,6,20,0,5.0,2,43.3
0.79,8,20,1,3.8,1,24.5
5.23,4,2,1,3.5,2,27.3
3.37,7,14,1,3.5,3,21.5
11.78,6,9,1,2.7,1,39.1
12.98,3,19,0,3.2,1,49.1
4.08,9,12,1,3.8,1,20.4
10.18,4,23,0,3.6,1,30.0
2.38,2,10,1,3.9,1,19.4
4.49,9,16,0,4.6,2,23.3
2.51,9,2,1,3.1,3,21.2
4.61,1,22,1,2.6,3,29.5
10.28,9,3,1,2.6,3,43.6
13.7,9,9,1,2.8,3,48.5
3.44,8,20,0,3.9,2,22.8
8.36,3,23,1,4.5,3,39.0
10.67,6,11,1,4.7,1,36.5
14.32,5,11,1,4.1,3,51.7
9.35,6,1,1,3.5,1,37.3
4.2,6,23,1,2.9,3,25.3
9.57,6,0,0,3.5,1,31.8
5.15,5,0,1,3.3,1,29.3
14.65,7,11,1,4.7,2,51.9
6.3,5,0,1,3.7,3,24.6
10.44,1,3,0,3.1,1,34.2
0.84,1,15,1,3.2,1,12.8
6.3,9,16,1,2.8,2,28.7
13.19,9,7,0,4.8,3,45.9
9.35,6,19,0,2.6,3,36.5
6.94,2,14,0,2.5,2,26.1
14.07,8,5,1,3.0,2,45.8
12.88,2,17,0,4.5,2,37.4
5.17,4,14,1,3.8,3,26.8
8.4,3,19,1,4.1,1,31.2
7.6,1,3,0,3.4,1,30.8
9.67,8,5,0,2.7,1,36.9
5.34,5,7,0,4.6,1,28.0
4.04,3,8,1,3.0,2,22.6
13.73,5,21,0,2.6,3,48.0
13.9,1,17,0,3.9,2,46.3
12.73,4,13,0,2.7,2,39.5
14.68,5,12,0,2.7,1,44.1
11.3,4,21,1,4.5,2,44.6
11.59,8,10,1,3.7,1,36.9
11.56,3,5,0,3.1,3,41.4
7.47,2,3,0,3.4,2,29.7
7.12,5,7,0,4.3,2,32.0
3.98,8,15,1,2.7,3,30.4
9.85,4,11,0,2.8,1,37.2
4.7,1,10,1,4.0,2,22.2
4.24,9,11,1,4.0,2,23.7
9.0,4,23,0,4.9,1,36.1
6.44,2,23,0,3.4,1,19.6
3.67,6,3,0,2.7,1,16.7
12.33,3,2,1,3.8,1,40.9
12.98,9,5,0,4.1,3,50.0
2.93,3,20,0,2.8,1,22.1
0.61,5,11,0,3.9,1,15.7
5.37,5,20,0,3.0,3,24.9
12.06,3,15,0,4.6,2,36.2
12.67,5,13,1,4.6,3,37.9
2.51,1,6,0,3.6,3,20.1
11.73,6,8,0,4.9,1,32.3
2.18,7,3,0,4.9,2,14.2
6.16,9,12,1,2.8,1,31.5
14.98,3,6,0,3.4,2,48.2
3.29,3,7,0,4.0,3,19.9
2.73,5,0,0,2.7,3,23.1
6.63,7,19,1,3.5,3,37.9
9.49,9,22,1,3.2,1,36.4
14.03,1,11,1,4.9,1,37.6
14.72,3,12,1,3.5,2,47.9
1.51,3,22,1,4.4,1,16.7
2.5,3,12,0,3.5,2,20.2
11.97,5,14,0,2.8,3,42.5
4.42,8,10,0,4.7,1,18.8
13.33,1,12,1,2.5,3,46.3
10.12,8,12,1,2.6,3,41.3
2.12,6,17,1,3.4,3,20.4
12.57,6,14,1,4.2,1,40.3
3.06,7,12,0,3.4,1,17.6
6.64,2,1,0,2.7,1,27.8
8.51,7,21,0,3.3,1,31.5
7.76,3,21,1,3.1,1,30.7
10.45,5,4,1,2.5,2,37.8
9.96,7,7,0,3.8,1,39.4
14.88,6,23,0,2.8,1,48.8
14.99,3,7,1,3.2,3,43.6
7.99,4,19,1,4.1,3,41.0
1.88,5,18,1,4.3,3,28.0
11.05,1,20,1,3.2,1,36.1
14.66,7,0,0,3.3,2,39.3
5.12,1,11,0,3.1,2,22.2
7.19,5,13,1,4.9,1,31.6
6.66,6,20,1,3.0,3,40.9
1.25,1,5,1,3.0,2,13.1
10.25,9,7,1,3.6,3,46.6
5.62,4,4,1,3.0,1,19.0
11.92,1,18,0,2.9,2,40.4
12.57,6,23,0,2.7,1,39.3
12.41,6,3,1,4.1,3,47.4
6.54,6,5,1,4.0,2,33.5
5.16,7,7,0,4.1,1,26.6
11.36,5,21,1,4.4,1,37.7
12.12,8,10,0,3.3,2,44.4
7.62,4,6,0,4.8,1,28.4
13.45,5,7,1,4.3,1,37.4
2.59,2,14,1,4.5,3,13.4
13.25,6,9,0,4.3,3,46.9
1.89,3,3,0,3.4,2,15.7
2.73,7,19,1,3.2,3,24.1
8.24,8,10,1,3.6,2,34.2
1.48,8,6,0,2.7,1,18.5
1.27,9,17,1,3.6,3,21.4
0.51,2,17,0,2.6,1,7.1
6.83,2,3,1,2.5,3,36.2
11.73,9,1,0,4.8,2,43.4
1.01,4,1,1,4.2,1,13.5
9.96,1,18,1,3.9,1,35.8
12.44,3,15,1,3.4,3,43.8
2.94,8,19,1,3.9,3,25.1
2.63,4,15,1,4.7,2,20.2
12.98,1,9,1,4.1,1,35.2
12.44,7,14,1,4.0,3,44.4
8.31,2,17,1,3.7,3,29.3
12.38,4,9,1,3.4,2,38.4
1.84,1,21,1,4.2,2,25.0
6.22,6,21,1,5.0,3,33.8
11.2,5,19,1,3.6,2,44.2
4.23,8,23,0,3.5,1,16.8
11.41,4,9,1,3.6,1,36.1
7.81,2,2,0,3.6,2,29.9
11.38,2,11,1,5.0,3,39.1
7.24,2,17,0,4.3,3,21.7
5.83,5,18,1,3.4,2,32.5
3.68,1,9,0,3.4,1,18.6
3.52,4,7,1,3.6,2,25.9
11.4,8,10,1,2.6,1,39.1
2.22,7,19,0,3.8,2,16.3
1.75,6,1,1,4.5,2,15.7
3.06,9,7,0,4.2,3,20.0
3.04,8,5,1,3.0,3,27.6
12.44,6,19,1,4.3,3,39.7
6.28,8,11,0,4.3,1,25.3
14.86,2,2,0,3.2,3,50.1
2.49,8,6,0,4.1,1,18.5
9.98,3,1,0,4.0,2,36.2
7.01,7,11,0,4.6,3,25.5
6.2,9,23,1,2.8,3,28.3
13.19,5,13,1,3.0,2,48.7
14.65,1,20,0,3.7,1,45.7
13.16,4,17,0,2.6,2,42.6
3.29,4,21,0,3.5,3,22.0
3.7,9,7,1,4.5,2,25.0
10.01,9,22,0,2.9,2,34.7
4.69,6,5,0,3.6,2,27.6
11.15,9,10,0,5.0,2,47.1
8.71,4,16,0,3.8,1,31.5
8.49,4,6,1,3.7,3,32.5
12.51,8,6,0,3.9,1,33.1
10.8,7,3,1,3.0,3,36.8
0.89,5,0,1,2.9,1,20.6
1.22,5,12,1,4.2,2,14.0
9.22,7,23,0,3.5,2,33.6
7.55,7,5,1,3.2,2,35.0
4.27,5,10,0,2.6,2,27.8
6.57,1,22,1,4.6,3,27.1
11.49,1,18,1,2.6,1,39.9
12.49,2,0,0,4.4,3,39.9
8.64,5,12,1,3.5,3,33.6
6.09,6,3,1,4.0,3,28.4
4.43,8,5,1,3.1,1,26.6
8.07,3,5,0,2.9,1,29.3
5.06,8,14,1,3.8,2,34.1
8.68,6,4,0,4.2,1,32.2
10.31,1,6,0,3.0,3,38.8
1.46,4,5,1,3.6,3,15.8
0.52,3,8,0,3.6,2,14.6
3.58,8,15,1,3.0,3,24.4
13.47,9,9,0,3.9,1,44.6
9.87,8,7,0,2.9,3,40.8
2.99,5,12,0,3.8,1,18.2
13.41,5,14,1,2.8,3,53.8
7.31,3,0,1,3.7,2,34.0
7.4,7,21,0,3.3,2,38.4
14.07,1,21,1,3.6,1,48.3
1.36,3,14,0,3.6,2,20.2
3.62,2,13,1,4.8,3,17.3
8.99,5,16,0,3.7,3,38.4
3.33,3,10,1,4.5,2,17.4
10.35,2,8,0,3.1,1,31.3
3.6,4,8,0,3.4,2,22.3
1.94,8,3,1,2.7,3,26.9
3.5,6,20,1,3.6,1,22.3
6.63,8,7,0,4.2,3,29.0
3.05,9,6,1,4.6,3,25.0
2.45,9,23,1,3.9,3,23.4
12.97,4,12,0,4.1,2,43.2
5.15,8,14,0,2.9,1,35.6
5.73,9,5,1,2.6,1,30.5
1.3,9,6,1,4.5,3,18.8
5.68,4,17,1,2.9,2,23.5
4.34,3,10,1,2.7,1,21.5
9.35,6,3,1,4.8,3,33.8
3.48,9,20,1,4.9,1,27.8
13.38,9,9,1,4.0,3,49.3
13.98,6,16,0,3.4,2,43.2
1.95,2,8,1,4.6,2,22.6
2.06,4,13,1,3.0,1,15.6
2.17,7,18,0,3.6,1,21.2
9.48,6,21,1,3.4,3,44.0
2.27,4,4,1,4.8,2,21.0
12.86,4,16,0,4.8,3,45.2
11.44,1,21,0,4.1,3,42.3
12.39,3,15,0,2.8,1,41.5
8.13,7,3,0,3.7,2,30.1
14.95,3,4,0,3.1,3,49.5
1.14,9,4,0,4.7,2,19.9
6.32,1,2,0,2.8,2,29.8
5.2,6,18,0,2.6,2,24.9
14.26,5,23,0,4.3,3,42.7
8.86,8,12,1,3.6,3,40.2
12.19,8,14,0,4.6,3,34.5
2.97,5,18,1,2.7,2,27.6
14.69,6,9,0,4.5,2,48.5
7.73,7,11,1,2.6,2,32.2
7.66,5,14,1,2.6,1,29.8
14.58,2,7,1,3.7,3,43.4
6.02,4,1,0,3.1,1,23.1
6.26,3,13,1,4.0,3,27.2
8.98,5,19,0,2.6,2,35.6
2.36,6,1,0,2.6,3,19.0
5.16,2,5,1,4.3,3,24.6
3.3,3,6,0,3.0,2,18.8
2.0,8,19,0,4.1,2,28.5
13.06,4,12,1,4.4,2,41.2
9.05,2,12,0,2.6,2,33.1
5.7,7,15,1,4.4,1,24.8
6.43,7,6,0,3.2,1,25.5
6.76,8,17,0,3.5,3,26.3
9.68,7,0,0,2.7,3,33.1
13.94,9,2,0,4.6,1,40.3
14.03,6,19,0,3.9,1,47.4
6.18,3,15,0,3.8,2,28.6
5.27,8,4,0,4.9,3,21.6
7.04,3,10,0,3.3,3,27.5
8.74,3,1,0,4.7,3,27.7
7.2,8,16,1,4.3,1,29.7
10.05,8,18,1,4.8,1,43.6
8.54,4,6,1,4.8,2,30.8
5.15,7,8,1,5.0,1,24.7
5.51,9,5,0,2.8,2,32.7
5.99,8,9,0,4.5,2,28.8
1.87,1,6,1,4.5,3,15.1
2.91,6,5,0,4.1,1,18.7
10.99,2,10,1,3.2,3,36.6
6.14,8,20,0,4.9,3,34.2
3.61,1,18,0,3.0,3,26.2
8.66,9,7,1,3.7,3,33.7
11.46,2,22,1,3.8,3,40.2
4.23,4,5,1,2.9,1,22.3
12.49,3,21,0,4.3,2,44.5
13.95,8,7,0,2.7,2,48.8
9.16,4,12,1,4.2,3,36.9
10.2,7,4,0,4.6,1,33.5
1.26,1,18,1,3.4,2,22.3
14.21,5,7,0,4.3,1,39.7
6.19,9,20,1,2.9,1,30.0
13.9,9,1,1,4.6,3,39.0
8.9,2,12,0,4.9,1,28.1
0.57,4,3,1,2.9,3,15.2
1.06,4,21,0,4.2,3,21.1
10.37,6,10,0,3.8,3,32.0
8.66,5,16,1,3.8,1,30.4
0.88,1,21,1,4.3,1,17.8
11.28,7,12,0,3.7,2,36.0
12.86,3,1,0,4.0,2,41.1
7.7,3,5,0,3.1,3,29.1
7.25,8,5,1,3.4,2,32.7
0.58,7,21,1,4.7,1,20.8
11.91,4,21,1,2.8,3,49.5
5.3,9,11,0,4.0,3,28.6
13.24,4,21,0,3.0,2,43.7
5.91,6,5,0,4.6,3,26.0
8.69,3,16,0,3.9,3,34.2
4.42,2,9,0,3.5,2,18.1
2.83,5,5,1,3.1,1,19.5
11.74,6,6,0,3.6,2,38.4
7.7,8,10,0,4.9,2,30.5
8.28,4,8,1,3.8,3,30.8
14.5,9,5,1,3.7,3,45.1
14.47,6,8,1,4.4,2,48.3
12.91,1,3,0,3.4,2,42.2
3.22,7,23,0,3.6,2,16.0
9.12,6,9,1,3.3,2,36.9
13.23,4,2,1,2.9,2,47.2
5.93,5,13,0,4.3,2,27.4
1.97,3,21,1,4.7,2,19.9
12.26,6,8,0,4.8,3,38.4
7.49,6,20,0,4.7,1,32.1
8.68,5,14,0,3.6,1,31.5
14.74,3,17,1,3.2,3,48.3
9.3,4,7,0,4.1,3,33.5
6.66,5,0,1,4.9,2,25.3
5.86,5,8,0,4.3,2,26.7
6.56,3,22,0,3.7,2,27.7
2.22,6,18,1,4.2,2,24.5
12.02,3,18,1,4.4,1,42.4
12.65,5,21,0,4.8,2,49.0
4.62,2,8,0,4.4,1,17.5
4.91,5,7,0,3.6,1,26.3
13.18,8,22,0,3.2,2,42.0
0.85,8,13,0,3.7,3,21.5
8.05,7,7,1,3.3,1,36.3
7.22,7,6,0,4.9,3,29.8
10.51,1,21,1,3.8,2,44.5
2.87,4,1,1,3.7,3,23.5
10.19,6,1,1,3.4,2,35.5
5.96,8,17,1,4.1,3,29.8
9.47,6,0,1,3.8,2,39.6
1.08,8,4,0,2.8,3,22.2
7.2,3,23,0,4.7,2,23.7
8.07,2,10,1,3.4,2,30.6
3.61,1,17,0,3.6,2,19.3
2.52,6,11,1,3.0,3,21.5
3.23,6,2,1,3.9,3,31.0
5.49,3,4,1,4.3,1,24.4
1.9,8,18,0,4.7,3,23.5
14.24,7,2,0,2.6,3,51.5
6.37,4,14,0,4.9,3,25.9
12.23,3,8,0,4.3,2,41.3
14.63,7,8,0,3.2,2,41.8
1.67,7,22,0,3.0,3,18.6
9.95,2,14,0,3.2,2,36.7
13.14,3,14,1,4.7,2,46.4
9.7,5,8,1,3.2,2,34.3
6.72,5,9,1,3.7,2,27.0
6.75,2,16,0,4.3,1,25.8
1.02,9,0,0,4.7,1,13.5
8.25,4,5,1,4.1,1,29.8
14.91,4,14,0,4.4,2,47.3
14.4,1,14,0,2.9,2,41.3
1.09,8,2,1,4.7,2,12.3
10.73,3,18,1,3.2,3,39.3
4.88,9,13,1,2.8,1,27.2
13.59,5,5,0,4.9,2,36.4
1.15,8,18,0,3.0,1,19.5
14.07,2,23,0,2.8,1,37.2
12.64,2,10,1,4.1,2,45.5
